Invoice_ID,Order_ID,Invoice_Date,Due_Date,Net_Amount,Tax_Amount,Invoice_Amount,Invoice_Status
INV000948,O002453,2026-07-03,2026-08-17,27329.76,4919.36,32249.11,Open
INV000949,O000397,2026-01-16,2026-03-02,39159.79,7048.76,46208.55,Paid
INV000950,O000820,2026-03-23,2026-05-22,252445.84,45440.25,297886.09,Partially Paid
INV000951,O001178,2026-04-02,2026-06-01,149810.27,26965.85,176776.12,Partially Paid
INV000952,O002145,2025-12-05,2026-01-19,24696.7,4445.41,29142.11,Partially Paid
INV000953,O000230,2025-02-01,2025-03-18,48362.65,8705.28,57067.92,Partially Paid
INV000954,O002630,2025-02-19,2025-03-06,88378.14,15908.07,104286.2,Open
INV000955,O000105,2025-06-23,2025-08-07,375514,67592.52,443106.51,Open
INV000956,O001311,2026-05-24,2026-07-08,95800.6,17244.11,113044.7,Paid
INV000957,O000010,2025-08-21,2025-09-05,52057.37,9370.33,61427.7,Open
INV000958,O000896,2026-03-14,2026-04-28,21570.17,3882.63,25452.8,Partially Paid
INV000959,O000798,2025-03-25,2025-04-09,494197.21,88955.5,583152.71,Partially Paid
INV000960,O000661,2026-08-19,2026-10-18,45635,8214.3,53849.3,Partially Paid
INV000961,O002338,2025-07-05,2025-07-20,91931.41,16547.65,108479.06,Open
INV000962,O000600,2026-05-30,2026-07-29,55935.43,10068.38,66003.8,Paid
INV000963,O001056,2026-07-26,2026-08-10,9465.57,1703.8,11169.37,Paid
INV000964,O002475,2025-06-17,2025-07-17,368197.36,66275.53,434472.89,Paid
INV000965,O002770,2025-06-16,2025-07-01,11077.06,1993.87,13070.93,Paid
INV000966,O002455,2025-05-19,2025-06-03,169506.78,30511.22,200018,Paid
INV000967,O001982,2025-12-25,2026-02-23,182169.24,32790.46,214959.7,Open
INV000968,O002361,2025-09-30,2025-11-14,278449.54,50120.92,328570.46,Paid
INV000969,O002788,2025-06-18,2025-08-02,209593.02,37726.74,247319.77,Partially Paid
INV000970,O002196,2025-05-10,2025-05-25,24898.61,4481.75,29380.37,Partially Paid
INV000971,O001458,2025-11-05,2025-12-05,8612.78,1550.3,10163.08,Paid
INV000972,O001547,2025-11-23,2025-12-23,413018.37,74343.31,487361.68,Open
INV000973,O002238,2025-06-02,2025-07-02,147500.1,26550.02,174050.11,Paid
INV000974,O001619,2026-08-02,2026-08-17,34019.37,6123.49,40142.86,Paid
INV000975,O001155,2025-11-24,2026-01-08,121572.66,21883.08,143455.74,Paid
INV000976,O000474,2025-12-07,2026-01-21,14175.63,2551.61,16727.24,Open
INV000977,O002745,2025-11-22,2025-12-22,340531.35,61295.64,401827,Open
INV000978,O000056,2026-08-18,2026-10-17,20846.73,3752.41,24599.15,Partially Paid
INV000979,O001550,2025-10-24,2025-11-08,47693.81,8584.89,56278.7,Partially Paid
INV000980,O000012,2025-02-14,2025-03-01,185648.21,33416.68,219064.89,Partially Paid
INV000981,O000567,2025-08-31,2025-09-15,397449.07,71540.83,468989.9,Partially Paid
INV000982,O000882,2026-02-17,2026-04-18,20124.27,3622.37,23746.63,Partially Paid
INV000983,O002321,2025-11-01,2025-11-16,211829.19,38129.25,249958.44,Partially Paid
INV000984,O000462,2026-07-12,2026-09-10,44119.37,7941.49,52060.85,Partially Paid
INV000985,O002811,2026-08-25,2026-09-24,117262.44,21107.24,138369.68,Partially Paid
INV000986,O002080,2026-07-14,2026-07-29,64249.77,11564.96,75814.73,Partially Paid
INV000987,O000642,2025-01-16,2025-02-15,504002.55,90720.46,594723.01,Paid
INV000988,O001714,2026-04-15,2026-05-30,125997,22679.46,148676.45,Paid
INV000989,O001332,2026-04-18,2026-05-03,284452.52,51201.45,335653.98,Open
INV000990,O002517,2025-05-04,2025-07-03,210648.71,37916.77,248565.48,Open
INV000991,O000849,2025-10-02,2025-11-16,22884.4,4119.19,27003.6,Partially Paid
INV000992,O000003,2025-04-13,2025-05-28,217592.82,39166.71,256759.53,Partially Paid
INV000993,O001452,2025-04-26,2025-06-10,80057.59,14410.37,94467.96,Partially Paid
INV000994,O001093,2026-07-19,2026-08-18,23208.33,4177.5,27385.83,Paid
INV000995,O001248,2026-09-01,2026-09-16,48765.2,8777.74,57542.94,Paid
INV000996,O001427,2026-04-07,2026-04-22,37521.73,6753.91,44275.65,Partially Paid
INV000997,O002337,2026-02-22,2026-04-23,68058.53,12250.54,80309.07,Open
INV000998,O001950,2025-10-14,2025-11-28,616.58,110.98,727.57,Paid
INV000999,O001288,2025-12-18,2026-01-17,120859.99,21754.8,142614.79,Partially Paid
INV001000,O002814,2025-09-18,2025-10-03,10019.03,1803.42,11822.45,Open
INV001001,O001818,2025-11-26,2026-01-10,280498.01,50489.64,330987.65,Open
INV001002,O000079,2025-09-17,2025-11-16,16257.16,2926.29,19183.45,Open
INV001003,O000787,2026-01-08,2026-01-23,16497.97,2969.63,19467.6,Paid
INV001004,O000566,2025-10-30,2025-12-29,3798.98,683.82,4482.79,Open
INV001005,O001158,2026-04-26,2026-05-26,75972.79,13675.1,89647.89,Partially Paid
INV001006,O001766,2025-05-18,2025-07-02,232040.47,41767.28,273807.75,Open
INV001007,O002483,2025-04-12,2025-04-27,22058.2,3970.48,26028.68,Open
INV001008,O001400,2025-02-14,2025-03-16,230485.33,41487.36,271972.69,Open
INV001009,O000502,2026-02-16,2026-04-17,88649.62,15956.93,104606.55,Partially Paid
INV001010,O000964,2025-12-04,2026-02-02,3431.97,617.75,4049.72,Open
INV001011,O000764,2025-05-12,2025-06-26,200078.8,36014.18,236092.99,Partially Paid
INV001012,O001278,2025-03-03,2025-03-18,4858.08,874.45,5732.53,Open
INV001013,O002098,2026-04-21,2026-05-06,296850.51,53433.09,350283.61,Open
INV001014,O000011,2026-03-15,2026-04-29,555937.23,100068.7,656005.93,Paid
INV001015,O000583,2025-03-13,2025-05-12,286588.82,51585.99,338174.8,Open
INV001016,O000579,2026-07-21,2026-08-20,9744.61,1754.03,11498.64,Paid
INV001017,O000958,2025-04-27,2025-05-27,387515.92,69752.87,457268.79,Paid
INV001018,O001810,2026-08-09,2026-08-24,70007.9,12601.42,82609.33,Partially Paid
INV001019,O002976,2025-03-01,2025-03-31,24589.98,4426.2,29016.18,Partially Paid
INV001020,O002046,2026-08-14,2026-08-29,33859.44,6094.7,39954.14,Paid
INV001021,O002404,2026-03-14,2026-04-28,218669.56,39360.52,258030.09,Open
INV001022,O002224,2025-02-06,2025-03-08,37919.8,6825.56,44745.36,Paid
INV001023,O002704,2026-07-13,2026-08-12,422068.39,75972.31,498040.7,Open
INV001024,O000645,2026-08-14,2026-09-13,117796.69,21203.4,139000.1,Paid
INV001025,O001532,2026-07-10,2026-08-24,344732.69,62051.88,406784.57,Partially Paid
INV001026,O001136,2025-01-30,2025-03-31,163823.37,29488.21,193311.58,Partially Paid
INV001027,O002551,2025-12-28,2026-02-11,606984.46,109257.2,716241.66,Paid
INV001028,O000497,2025-11-09,2025-12-24,81850.11,14733.02,96583.13,Partially Paid
INV001029,O000119,2026-04-11,2026-06-10,32434.71,5838.25,38272.96,Paid
INV001030,O000539,2026-07-07,2026-08-06,85457.29,15382.31,100839.61,Open
INV001031,O000963,2025-07-07,2025-08-21,15211.78,2738.12,17949.9,Open
INV001032,O000031,2026-06-25,2026-07-25,13592.2,2446.6,16038.79,Partially Paid
INV001033,O002926,2025-10-03,2025-11-02,2163.06,389.35,2552.41,Partially Paid
INV001034,O001001,2026-05-29,2026-07-28,411446.54,74060.38,485506.91,Paid
INV001035,O001342,2025-02-05,2025-03-22,380502.18,68490.39,448992.57,Open
INV001036,O002198,2025-12-13,2025-12-28,2121.19,381.81,2503,Open
INV001037,O001182,2026-04-07,2026-05-07,379112.7,68240.29,447352.98,Partially Paid
INV001038,O000049,2025-02-09,2025-02-24,78808.91,14185.6,92994.52,Open
INV001039,O000328,2026-03-26,2026-04-10,191308.57,34435.54,225744.12,Open
INV001040,O001994,2025-01-31,2025-03-17,112419.91,20235.58,132655.5,Paid
INV001041,O000933,2026-09-01,2026-09-16,255881.52,46058.67,301940.2,Paid
INV001042,O000872,2026-05-09,2026-05-24,12792.54,2302.66,15095.19,Paid
INV001043,O002036,2026-03-11,2026-04-10,132810.25,23905.85,156716.1,Paid
INV001044,O000755,2026-02-18,2026-03-20,19665.75,3539.84,23205.59,Paid
INV001045,O000233,2025-11-14,2026-01-13,3127.16,562.89,3690.05,Paid
INV001046,O000386,2025-04-14,2025-06-13,69965.55,12593.8,82559.35,Partially Paid
INV001047,O000009,2026-02-22,2026-04-23,9599.66,1727.94,11327.6,Partially Paid
INV001048,O001405,2026-08-03,2026-09-02,318726.08,57370.69,376096.77,Paid
INV001049,O001934,2026-06-19,2026-08-18,84062.04,15131.17,99193.2,Paid
INV001050,O001573,2026-02-28,2026-03-30,3600.4,648.07,4248.47,Partially Paid
INV001051,O000098,2025-01-31,2025-03-02,480458.95,86482.61,566941.56,Partially Paid
INV001052,O000657,2025-02-23,2025-04-24,21449.2,3860.86,25310.05,Open
INV001053,O001887,2025-09-22,2025-11-06,202422.49,36436.05,238858.53,Open
INV001054,O001292,2026-05-08,2026-06-07,123083.09,22154.96,145238.05,Open
INV001055,O001629,2025-03-10,2025-05-09,2751.27,495.23,3246.49,Open
INV001056,O000103,2025-01-07,2025-02-21,140989.31,25378.08,166367.39,Partially Paid
INV001057,O002499,2025-06-02,2025-07-02,186912.52,33644.25,220556.77,Open
INV001058,O002604,2025-11-04,2025-12-04,175516.89,31593.04,207109.93,Open
INV001059,O000243,2025-08-21,2025-10-20,563997.63,101519.57,665517.21,Partially Paid
INV001060,O001834,2026-08-26,2026-10-10,15612.11,2810.18,18422.29,Paid
INV001061,O001277,2025-02-16,2025-03-03,17356.39,3124.15,20480.54,Open
INV001062,O001118,2025-06-02,2025-07-17,182017.33,32763.12,214780.45,Open
INV001063,O002130,2025-05-03,2025-07-02,39694.44,7145,46839.44,Partially Paid
INV001064,O000672,2025-05-13,2025-05-28,45179.56,8132.32,53311.88,Open
INV001065,O001876,2025-12-29,2026-02-12,186716.23,33608.92,220325.15,Partially Paid
INV001066,O001006,2026-03-18,2026-05-02,147373.41,26527.21,173900.62,Open
INV001067,O000673,2025-07-07,2025-08-21,10906.57,1963.18,12869.75,Paid
INV001068,O000612,2026-07-10,2026-08-24,39951.06,7191.19,47142.25,Partially Paid
INV001069,O000988,2025-07-03,2025-09-01,171670.22,30900.64,202570.85,Open
INV001070,O002188,2026-04-23,2026-06-22,40715.99,7328.88,48044.87,Paid
INV001071,O001850,2026-06-21,2026-07-06,43283.58,7791.04,51074.62,Paid
INV001072,O001111,2026-01-03,2026-01-18,334661.08,60238.99,394900.07,Open
INV001073,O002896,2026-05-26,2026-07-10,331066.47,59591.96,390658.43,Partially Paid
INV001074,O002059,2026-07-08,2026-08-07,89742.29,16153.61,105895.9,Partially Paid
INV001075,O002559,2025-05-14,2025-06-28,89533.69,16116.06,105649.75,Open
INV001076,O002246,2025-08-28,2025-09-27,14171,2550.78,16721.78,Paid
INV001077,O002583,2025-02-25,2025-04-11,19791.66,3562.5,23354.16,Partially Paid
INV001078,O000369,2026-04-15,2026-04-30,37911.25,6824.03,44735.28,Partially Paid
INV001079,O002314,2026-01-17,2026-02-16,139858.68,25174.56,165033.24,Partially Paid
INV001080,O000630,2026-04-02,2026-05-02,24744.1,4453.94,29198.04,Paid
INV001081,O000050,2025-10-03,2025-12-02,21845.26,3932.15,25777.41,Paid
INV001082,O000784,2026-07-04,2026-08-03,769158.6,138448.55,907607.14,Paid
INV001083,O001962,2026-08-20,2026-09-04,291567.85,52482.21,344050.07,Partially Paid
INV001084,O001046,2026-04-13,2026-05-28,9696.64,1745.4,11442.04,Paid
INV001085,O000338,2025-11-27,2025-12-27,127940.84,23029.35,150970.2,Paid
INV001086,O001027,2025-08-03,2025-10-02,84342.07,15181.57,99523.64,Partially Paid
INV001087,O000667,2025-08-18,2025-10-17,15750.99,2835.18,18586.17,Partially Paid
INV001088,O001606,2025-08-23,2025-10-22,36181.7,6512.71,42694.41,Partially Paid
INV001089,O000006,2025-11-18,2026-01-02,3235.86,582.45,3818.31,Paid
INV001090,O000911,2025-01-28,2025-02-12,48451.18,8721.21,57172.39,Paid
INV001091,O000336,2025-12-12,2026-01-11,1205.39,216.97,1422.36,Paid
INV001092,O000706,2026-05-04,2026-06-03,47081.45,8474.66,55556.11,Open
INV001093,O001977,2025-09-15,2025-10-30,185498.37,33389.71,218888.07,Paid
INV001094,O000459,2026-04-07,2026-04-22,193212.83,34778.31,227991.15,Paid
INV001095,O000377,2025-06-18,2025-07-03,18618.35,3351.3,21969.66,Paid
INV001096,O000027,2025-04-20,2025-06-19,28027.38,5044.93,33072.31,Paid
INV001097,O002877,2026-08-16,2026-09-15,72427.83,13037.01,85464.84,Partially Paid
INV001098,O001421,2026-08-10,2026-09-09,627206.94,112897.25,740104.19,Partially Paid
INV001099,O002102,2025-06-07,2025-07-07,37348.34,6722.7,44071.04,Open
INV001100,O002837,2025-03-16,2025-05-15,105299.14,18953.84,124252.98,Paid
INV001101,O000739,2025-06-12,2025-08-11,230292.01,41452.56,271744.57,Open
INV001102,O000150,2026-05-18,2026-06-02,39051.77,7029.32,46081.09,Partially Paid
INV001103,O000655,2025-01-15,2025-03-16,136074.95,24493.49,160568.44,Paid
INV001104,O001725,2025-06-20,2025-07-20,207933.78,37428.08,245361.86,Paid
INV001105,O002368,2026-05-01,2026-05-31,24395.17,4391.13,28786.3,Open
INV001106,O001840,2025-04-30,2025-06-29,68004.64,12240.84,80245.47,Partially Paid
INV001107,O000115,2025-07-20,2025-08-04,42053.23,7569.58,49622.81,Paid
INV001108,O000240,2025-07-21,2025-09-04,70043.27,12607.79,82651.06,Open
INV001109,O002546,2026-08-08,2026-08-23,20149.57,3626.92,23776.49,Partially Paid
INV001110,O000675,2025-12-14,2026-01-28,36180.26,6512.45,42692.7,Paid
INV001111,O002722,2025-01-23,2025-03-24,128190.05,23074.21,151264.26,Paid
INV001112,O000518,2025-09-28,2025-10-13,29228.49,5261.13,34489.62,Partially Paid
INV001113,O000959,2025-02-09,2025-03-11,1849.02,332.82,2181.84,Open
INV001114,O000166,2026-01-09,2026-03-10,622406.83,112033.23,734440.06,Partially Paid
INV001115,O002836,2026-05-21,2026-06-20,125790.58,22642.31,148432.89,Open
INV001116,O001641,2026-07-26,2026-08-10,23313.67,4196.46,27510.13,Partially Paid
INV001117,O002385,2026-01-19,2026-02-03,92346.28,16622.33,108968.61,Partially Paid
INV001118,O001133,2026-08-14,2026-10-13,435435.82,78378.45,513814.27,Open
INV001119,O002844,2026-03-19,2026-04-18,17197.52,3095.55,20293.07,Open
INV001120,O000971,2025-08-07,2025-09-06,47491.33,8548.44,56039.77,Open
INV001121,O001378,2026-01-23,2026-02-22,507763.97,91397.51,599161.49,Open
INV001122,O002783,2026-06-28,2026-08-27,47509.51,8551.71,56061.22,Open
INV001123,O002687,2026-08-27,2026-10-11,15954.4,2871.79,18826.19,Partially Paid
INV001124,O000708,2025-12-01,2025-12-31,396974.38,71455.39,468429.77,Partially Paid
INV001125,O002862,2025-10-29,2025-12-28,20310.57,3655.9,23966.48,Open
INV001126,O002073,2026-02-11,2026-04-12,4561.05,820.99,5382.04,Partially Paid
INV001127,O000741,2026-03-08,2026-03-23,93701.57,16866.28,110567.85,Open
INV001128,O000251,2026-01-22,2026-03-08,373787.02,67281.66,441068.68,Open
INV001129,O000427,2026-08-19,2026-09-18,34508.47,6211.52,40719.99,Partially Paid
INV001130,O002528,2025-06-19,2025-07-19,11514.8,2072.66,13587.47,Paid
INV001131,O001275,2025-02-17,2025-04-03,24942.94,4489.73,29432.67,Partially Paid
INV001132,O001529,2025-09-14,2025-10-14,213508.04,38431.45,251939.49,Partially Paid
INV001133,O001417,2025-10-17,2025-12-16,9762.22,1757.2,11519.43,Partially Paid
INV001134,O002758,2025-09-13,2025-09-28,83873.47,15097.22,98970.69,Partially Paid
INV001135,O001797,2025-04-21,2025-06-05,8881.12,1598.6,10479.72,Paid
INV001136,O001087,2025-06-29,2025-07-29,76757.42,13816.34,90573.76,Open
INV001137,O001301,2025-07-22,2025-08-06,62075.16,11173.53,73248.69,Open
INV001138,O000548,2025-11-06,2026-01-05,6477.96,1166.03,7644,Open
INV001139,O000180,2025-08-09,2025-10-08,11261.05,2026.99,13288.04,Partially Paid
INV001140,O001051,2025-02-22,2025-04-23,19312.73,3476.29,22789.02,Partially Paid
INV001141,O000051,2026-08-10,2026-09-24,118427.91,21317.02,139744.93,Open
INV001142,O002662,2025-02-17,2025-03-19,29556.54,5320.18,34876.71,Paid
INV001143,O001534,2025-02-04,2025-04-05,23513.47,4232.42,27745.89,Paid
INV001144,O002382,2025-07-07,2025-07-22,161836.61,29130.59,190967.2,Open
INV001145,O002307,2025-06-23,2025-08-22,16408.64,2953.56,19362.2,Open
INV001146,O000593,2025-10-11,2025-11-25,49027.9,8825.02,57852.93,Paid
INV001147,O000209,2026-05-19,2026-07-03,139955.62,25192.01,165147.63,Partially Paid
INV001148,O000261,2025-05-31,2025-06-15,72078.53,12974.14,85052.67,Partially Paid
INV001149,O000046,2026-02-21,2026-04-22,29861.57,5375.08,35236.66,Partially Paid
INV001150,O001461,2026-03-31,2026-05-30,412190.42,74194.28,486384.7,Paid
INV001151,O001690,2025-04-29,2025-06-28,30457.5,5482.35,35939.85,Partially Paid
INV001152,O000007,2025-05-02,2025-06-01,25299.45,4553.9,29853.36,Partially Paid
INV001153,O001009,2026-08-19,2026-10-18,22978.21,4136.08,27114.28,Partially Paid
INV001154,O002113,2025-08-06,2025-09-05,126022.83,22684.11,148706.94,Partially Paid
INV001155,O001295,2026-01-30,2026-03-16,119778.07,21560.05,141338.12,Open
INV001156,O000086,2025-01-07,2025-03-08,161872.89,29137.12,191010.02,Open
INV001157,O002241,2026-01-24,2026-03-25,24752.99,4455.54,29208.53,Open
INV001158,O002532,2026-08-13,2026-09-12,86447.26,15560.51,102007.77,Paid
INV001159,O000766,2026-05-31,2026-06-30,21928.01,3947.04,25875.05,Open
INV001160,O000139,2026-07-02,2026-08-01,223571.16,40242.81,263813.97,Partially Paid
INV001161,O002650,2025-07-22,2025-08-21,40775.27,7339.55,48114.82,Paid
INV001162,O000877,2025-04-20,2025-05-20,229233.61,41262.05,270495.66,Paid
INV001163,O002522,2026-04-13,2026-04-28,15192.89,2734.72,17927.62,Partially Paid
INV001164,O001237,2026-05-12,2026-06-26,47255.73,8506.03,55761.76,Paid
INV001165,O001716,2025-10-04,2025-10-19,31560.65,5680.92,37241.56,Open
INV001166,O000436,2025-04-14,2025-04-29,62194.54,11195.02,73389.56,Partially Paid
INV001167,O000443,2025-09-16,2025-10-01,100308.49,18055.53,118364.02,Paid
INV001168,O002491,2025-02-09,2025-03-11,209770.39,37758.67,247529.06,Partially Paid
INV001169,O002076,2025-07-01,2025-07-16,95010.5,17101.89,112112.4,Paid
INV001170,O000316,2026-02-14,2026-04-15,69495.42,12509.18,82004.6,Paid
INV001171,O000969,2025-04-17,2025-05-17,203977.31,36715.92,240693.23,Partially Paid
INV001172,O000834,2025-10-18,2025-12-17,81823.72,14728.27,96551.99,Partially Paid
INV001173,O002290,2026-05-24,2026-07-08,103376.27,18607.73,121983.99,Paid
INV001174,O001280,2025-06-07,2025-07-07,91804.87,16524.88,108329.74,Partially Paid
INV001175,O000298,2025-08-06,2025-09-05,93571.66,16842.9,110414.56,Open
INV001176,O001607,2026-01-16,2026-03-17,38201.25,6876.22,45077.47,Open
INV001177,O001586,2026-07-24,2026-09-07,225640.01,40615.2,266255.21,Partially Paid
INV001178,O001919,2025-01-01,2025-01-16,357390.7,64330.33,421721.03,Partially Paid
INV001179,O001151,2025-08-24,2025-09-08,98213.26,17678.39,115891.65,Paid
INV001180,O002429,2025-10-10,2025-12-09,221778.37,39920.11,261698.47,Partially Paid
INV001181,O001196,2025-05-02,2025-06-16,217622.83,39172.11,256794.94,Paid
INV001182,O002074,2025-02-05,2025-03-22,196326.55,35338.78,231665.33,Partially Paid
INV001183,O002832,2026-01-17,2026-02-16,139712.49,25148.25,164860.74,Open
INV001184,O002774,2025-11-13,2025-12-13,364102.59,65538.47,429641.05,Open
INV001185,O001047,2025-10-31,2025-11-30,486913.1,87644.36,574557.46,Open
INV001186,O000954,2025-06-17,2025-07-17,298086.58,53655.58,351742.17,Open
INV001187,O001715,2026-02-28,2026-04-14,143201,25776.18,168977.17,Open
INV001188,O002853,2026-02-14,2026-03-01,234646.6,42236.39,276882.99,Paid
INV001189,O002917,2026-02-14,2026-03-31,708.62,127.55,836.17,Partially Paid
INV001190,O002261,2025-11-24,2025-12-24,440765.35,79337.76,520103.11,Partially Paid
INV001191,O001162,2025-02-03,2025-03-20,89143.35,16045.8,105189.15,Paid
INV001192,O000309,2025-03-18,2025-05-17,21496.82,3869.43,25366.24,Paid
INV001193,O001382,2026-07-11,2026-07-26,241188.44,43413.92,284602.36,Partially Paid
INV001194,O001896,2026-04-29,2026-05-14,11530.23,2075.44,13605.67,Paid
INV001195,O000365,2026-08-11,2026-08-26,8174.65,1471.44,9646.09,Partially Paid
INV001196,O001743,2026-02-16,2026-04-02,13522.91,2434.12,15957.03,Open
INV001197,O000418,2025-08-14,2025-09-28,38876.34,6997.74,45874.09,Open
INV001198,O001235,2025-06-09,2025-08-08,337445.92,60740.27,398186.19,Partially Paid
INV001199,O000100,2026-01-03,2026-01-18,43763.36,7877.4,51640.76,Partially Paid
INV001200,O000769,2025-02-18,2025-04-19,76112.53,13700.25,89812.78,Paid
INV001201,O001981,2026-03-29,2026-04-28,329527.7,59314.99,388842.68,Paid
INV001202,O000752,2025-08-29,2025-10-13,17614.47,3170.61,20785.08,Partially Paid
INV001203,O000846,2026-04-04,2026-06-03,52303.91,9414.7,61718.61,Partially Paid
INV001204,O000407,2025-04-21,2025-06-05,39861.85,7175.13,47036.99,Open
INV001205,O002819,2026-01-20,2026-02-19,283406.04,51013.09,334419.13,Paid
INV001206,O001662,2026-05-28,2026-07-27,10277.83,1850.01,12127.84,Paid
INV001207,O002937,2026-03-16,2026-04-15,52370.65,9426.72,61797.36,Open
INV001208,O000899,2025-06-25,2025-08-09,265814.18,47846.55,313660.73,Open
INV001209,O001948,2025-10-01,2025-11-30,39000.66,7020.12,46020.78,Open
